input_row_key,input_company_name,input_country,input_city,matched_company_name,matched_veridion_id,matched_country,matched_city,matched_website,match_score,name_similarity,match_confidence,notes
123,Dantec Nordics ApS,Denmark,Aabenraa Municipality,Dantec Nordics,fdd5fee0-9bc7-11ec-abde-87ab8965fdf7,Denmark,Aabenraa Municipality,https://www.dantec-nordics.dk/,1.0,1.0,High,Strong name match
124,DEAS A/S,Denmark,Frederiksberg Municipality,DEAS Asset Management,00b85c80-0bf8-11ec-83e9-bfaaab8ed4b6,Denmark,Frederiksberg,https://deas-asset.com/en,0.9,1.0,High,Strong name match
125,DEKO-STYLE V/ANJA GRONNE,Denmark,Aarhus Municipality,Deko Style,2840eeb8-93e5-11eb-8859-29e7c34dee35,Denmark,Aarhus Municipality,https://dekostyle.dk/,0.77,0.7,High,Good fuzzy name match
126,DELFI TECHNOLOGIES A/S,Denmark,Køge,Delfi Technologies,8647efa3-93e4-11eb-90d2-e3355a7e800b,Denmark,Køge,https://www.delfi.com/en/,0.95,1.0,High,Strong name match
127,DELL AS,Norway,Oslo,Dell,beddde1c-93e4-11eb-8859-29e7c34dee35,Norway,Oslo,http://www.dell.no/?opi=79508299&sa=U&ved=0ahUKEwiSkpfC2KmMAxXBTDABHaXIFoIQ61gIFCgQ&usg=AOvVaw0kwchOCGTWXjKnv_NDR-y3,1.0,1.0,High,Strong name match
128,Dell Corporation (Thailand) Co Ltd,Thailand,Yan Nawa District,Dellstore Thailand,1fe10718-f025-11ee-9eb6-8ba0a080e844,Thailand,Khan Na Yao,https://dellstorethailand.com/?v=cb21c4d7dea9,0.704,0.84,High,Good fuzzy name match
129,DELL PRODUCTS,Ireland,,Promac Products,0e7148d3-f82f-11ed-ad06-ab02ea1aeed6,Ireland,Ferns,,0.606,0.76,Medium,Good fuzzy name match
13,"ACOME XINTAI CABLES CO., LTD.",China,Xintai,Acome Xintai Cables Co. Ltd.,1000ca72-f7d7-11ed-bb8f-e9ec1594da2e,China,Chaoyang,,0.75,1.0,High,Strong name match
130,DELOITTE ADVOKATFIRMA AS,Norway,Oslo,Deloitte Norge,b69603af-1aff-11ec-bc98-195cbdc2446a,Norway,Oslo,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,0.838,0.73,High,Good fuzzy name match
131,DELOITTE AS,Norway,Oslo,Deloitte Norge,b69603af-1aff-11ec-bc98-195cbdc2446a,Norway,Oslo,http://www.deloitte.no/?opi=79508299&sa=U&ved=0ahUKEwiFwZ3V1quMAxValokEHbfFE-sQ61gIFCgQ&usg=AOvVaw1mrNGUeUDJuiYxHwgqhTP6,0.85,0.75,High,Good fuzzy name match
132,Deloitte Consulting (Sea) Sdn. Bhd.,Malaysia,Kuala Lumpur,Deloitte Consulting Malaysia Sdn Bhd.,4d8576a2-14c1-11ee-98f2-2b13cee7793d,Malaysia,Kuala Lumpur,,0.958,0.93,High,Strong name match
133,DELOITTE STATSAUTORISERET REVISIONSPARTNERSELSKAB,Denmark,,Revisto Statsautoriseret Revisionspartnerselskab,b14fddd0-93e4-11eb-b89f-536884b3e7dd,Denmark,Horsens,https://revisto.dk/,0.696,0.91,Medium,Strong name match
134,"DELTA EJENDOM, AALBORG A/S",Denmark,Aalborg Municipality,Delta Porte,5603e04e-418e-11ef-9214-e57003ad85d6,Denmark,Nørresundby,https://www.deltaporte.dk/,0.6,0.6667,Medium,Moderate name match
135,ELTEK AS,Norway,Drammen,Eltek,169a31db-93e5-11eb-919a-b3f9a5ad205c,Norway,Drammen,https://www.eltek.com/,0.95,1.0,High,Strong name match
136,DELTA ELECTRONICS INT'L (SINGAPORE) PTE. LTD.,Singapore,Singapore,Delta Electronics,70923a3d-93e4-11eb-a33a-a3dfba582839,Singapore,Singapore,https://www.delta-singapore.com/en-SG/index,0.9,1.0,High,Strong name match
137,DHL EXPRESS (SINGAPORE) PTE. LTD.,Singapore,Singapore,ThaiExpress,2d504056-93e5-11eb-9937-4fab995bf8ff,Singapore,Singapore,https://www.thaiexpress.com.sg/,0.786,0.81,High,Good fuzzy name match
138,DIAL ZERO (PRIVATE) LIMITED,Pakistan,Orangi,DIAL ZERO,9d28dea3-93e4-11eb-86dd-ffbd1b53140e,Pakistan,Karachi Division,https://dialzero.pk/,0.8,1.0,High,Strong name match
139,Nets Denmark A/S,Denmark,Ballerup,Nets group,1821bc30-93e5-11eb-a746-fdabd18be9c6,Denmark,Ballerup,https://nets.eu/,1.0,1.0,High,Strong name match
14,ADAPT A/S,Denmark,Copenhagen,Adapt Agency,e8772100-93e4-11eb-b5f6-816dd10ac7b0,Denmark,Copenhagen,https://adaptagency.com/,1.0,1.0,High,Strong name match
140,DIGI TELECOMMUNICATIONS SDN BHD,Malaysia,,DiGi Telecommunications,c2b35013-93e4-11eb-b997-8dd98d09cf25,Malaysia,Petaling Jaya,https://www.celcomdigi.com/,0.75,1.0,High,Strong name match
141,Digi Telecommunications Sdn. Bhd.,Malaysia,Petaling Jaya,DiGi Telecommunications,c2b35013-93e4-11eb-b997-8dd98d09cf25,Malaysia,Petaling Jaya,https://www.celcomdigi.com/,0.9,1.0,High,Strong name match
142,DK HOSTMASTER A/S,Denmark,Aalborg Municipality,The Hostmaster,0f30fe9d-1114-11ec-baf7-7d3c206bcfd6,Greece,Athens,https://thehostmaster.gr/,0.522,0.87,Medium,Good fuzzy name match
143,DNA OYJ,Finland,,DNA,880cd138-93e4-11eb-9937-4fab995bf8ff,Finland,Helsinki,https://www.dna.fi/,0.75,1.0,High,Strong name match
144,DNB Bank Karl Johan,Norway,Oslo,DNB BANK,713a067e-a5ad-11ef-99b4-e30dab6798c3,Norway,Oslo,https://dnbconnect.org/,0.85,0.75,High,Good fuzzy name match
145,"DET NORSKE VERITAS, BUSINESS ASSURANCE, DANMARK A/S",Denmark,Gentofte Municipality,Danish Quality Assurance Group,2fb184b2-121c-11ec-acb9-417079e98e96,Denmark,Copenhagen,https://dkgqa.com/,0.53,0.55,Medium,Moderate name match
146,Dtac Trinet Co Ltd,Thailand,Bangkok,Dtac-trinet,5ed6dfd6-205c-11ee-8d01-ef4abbbd90e4,Thailand,Saraphi District,,0.75,1.0,High,Strong name match
147,DUBEX A/S,Denmark,Gladsaxe Municipality,Dubex,18777d50-93e5-11eb-be3a-7f925cb94351,Denmark,Gladsaxe Municipality,http://www.dubex.dk/,1.0,1.0,High,Strong name match
148,DXC TECHNOLOGY NORGE AS,Norway,Bergen,DXC Technology Norge AS,d3ccacb0-a3ce-11ed-b93a-8509659c73d1,Norway,Oslo,,0.75,1.0,High,Strong name match
149,DXC Technology Sverige AB,Sweden,Solna,DXC Technology Sverige AB.,f19d20b5-250a-11ec-b70f-ed0ff919fa1a,Sweden,Gothenburg,,0.75,1.0,High,Strong name match
15,ADECCO A/S,Denmark,Kongens Lyngby,Adecco Hillerød,3d1f6d90-1579-11ee-8c08-a59aa7cafccb,Denmark,Hillerød,,0.65,0.75,Medium,Good fuzzy name match
150,Dynamic-Telecommunication Sdn. Bhd.,Malaysia,Ulu Tiram,Dynamic-Telecommunication Sdn Bhd.,6fef3cc3-499f-11ee-955d-cffc14e1ac7f,Malaysia,Johor Bahru,https://www.dynagroup.my/,0.8,1.0,High,Strong name match
151,EASTCOMPEACE (SINGAPORE) PTE. LTD.,Singapore,Singapore,Eastcompeace Singapore Pte Ltd.,6cc2cc31-a630-11ed-9a26-bbb8582c677b,Singapore,Singapore,,0.95,1.0,High,Strong name match
152,EASTCOMPEACE SMART CARD (BANGLADESH) LIMITED,Bangladesh,,Eastcompeace Smart Card Bangladesh Limited.,203f5ad6-b918-11ed-bc6c-cde58c4dffa0,Bangladesh,Dhaka,,0.75,1.0,High,Strong name match
153,"Eastcompeace Technology Co.,Ltd",China,Zhuhai,Eastcompeace,d3e5dfe4-123f-11ec-b7b8-257f68cd18d4,China,Zhuhai,https://www.eastcompeace.com/,0.9,1.0,High,Strong name match
154,Ecapacity A/S,Denmark,Copenhagen,eCapacity,2a2e9a98-1200-11ec-b96f-e38fcfed8310,Denmark,Copenhagen,https://ecapacity.com/,1.0,1.0,High,Strong name match
155,ECI Media Management AB,Sweden,Stockholm,ECI Media Management,2b50edd1-93e5-11eb-a746-fdabd18be9c6,Sweden,Stockholm,https://ecimediamanagement.com/,1.0,1.0,High,Strong name match
156,ECI MEDIA MANAGEMENT AB,Sweden,,ECI Media Management,2b50edd1-93e5-11eb-a746-fdabd18be9c6,Sweden,Stockholm,https://ecimediamanagement.com/,0.75,1.0,High,Strong name match
157,Edotco Group Sdn. Bhd.,Malaysia,Kuala Lumpur,EDOTCO Group,c01a55bf-93e4-11eb-9937-4fab995bf8ff,Malaysia,Shah Alam,,0.75,1.0,High,Strong name match
158,EDOTCO TOWERS PAKISTAN (PRIVATE) LIMITED,Pakistan,,EDOTCO Towers Inc.,1dfd1c3b-f9b4-11ed-9050-f308aaf46953,Philippines,Makati,,0.5,0.8333,Low,Good fuzzy name match
159,Egencia Denmark A/S,Denmark,Elsinore,Egencia,386ddce7-93e5-11eb-b4a6-27899be4e45d,Denmark,Odense,https://www.egencia.dk/,0.75,1.0,High,Strong name match
16,ADECCO PERSONNEL PTE LTD,Singapore,,Adecco Singapore,410a4cc3-93e5-11eb-9937-4fab995bf8ff,Singapore,Singapore,http://www.adecco.com.sg/,0.75,1.0,High,Strong name match
160,EGENCIA LLC,United States,,Egencia,3198bf61-93e5-11eb-8e19-198fb02d6f96,Spain,Seville,http://www.egencia.com.hk/,0.6,1.0,Medium,Strong name match
161,EGENCIA NORWAY AS,Norway,Oslo,Egencia,06e4ced6-ff7f-11eb-84ab-359586b9329a,Norway,Gjøvik,http://egencia.no/,0.636,0.81,Medium,Good fuzzy name match
162,Egencia Sweden AB,Sweden,Stockholm,Egencia,3198bf61-93e5-11eb-8e19-198fb02d6f96,Spain,Seville,http://www.egencia.com.hk/,0.45,0.75,Low,Good fuzzy name match
163,Egeneration Limited,Bangladesh,Dhaka,eGeneration,9ade0445-93e4-11eb-8ad6-7326edce8d21,Bangladesh,Dhaka,https://egeneration.co/,0.9,1.0,High,Strong name match
164,ELGIGANTEN GROSSIST A/S,Denmark,Glostrup,Elgiganten,6cc5eff0-93e4-11eb-8ad6-7326edce8d21,Denmark,Copenhagen,https://www.elgiganten.dk/,0.722,0.87,High,Good fuzzy name match
165,ELTEL NETWORKS CONNECT A/S,Denmark,Herlev,Eltel Networks,f2d78814-93e4-11eb-8859-29e7c34dee35,Denmark,Herlev,https://www.eltelgroup.com/,0.9,0.8333,High,Good fuzzy name match
166,Energy Cool ApS,Denmark,Fredericia Municipality,Energy Cool,ab422f07-93e4-11eb-86dd-ffbd1b53140e,Denmark,Fredericia Municipality,https://energy-cool.com/,0.95,1.0,High,Strong name match
167,ENETEK POWER SPOLKA Z OGRANICZONA ODPOWIEDZIALNOSCIA,Poland,Dobra,Spółka OLOGROUP Spółka z ograniczoną odpowiedzialnością,0a8c7fb4-1403-11ec-9819-3df44af6372a,Poland,Kielce,https://ologroup.pl/,0.65,0.75,Medium,Good fuzzy name match
168,ENERGI HOBRO TELE A/S,Denmark,Silkeborg,Norlys,b6dc75a2-93e4-11eb-aa66-9b8d95e2171b,Denmark,Silkeborg,https://norlys.dk/,0.802,0.67,High,Moderate name match
169,Enreach Campaigns A/S,Denmark,Gladsaxe Municipality,Enreach DK,378ef9cd-dfcd-11ed-9724-3d5242e4c304,Denmark,Copenhagen,https://www.enreach.dk/?opi=79508299&sa=U&ved=0ahUKEwidxsPInt6MAxV0xgIHHTIaBpUQ61gIFCgQ&usg=AOvVaw3Uec7V8XFBfZ-7BWJeYSrX,0.692,0.82,Medium,Good fuzzy name match
17,ADOBE SYSTEMS SOFTWARE IRELAND LIMITED,Ireland,Dublin,Adobe Systems Software Ireland,099ed3a8-1afb-11ec-a882-057f42292856,Ireland,Dublin 24,,0.8,1.0,High,Strong name match
170,Ericsson (Malaysia) Sdn. Bhd.,Malaysia,Petaling Jaya,SwedCham,869f6933-e6fe-11ee-a4cc-db6ddf3d40c6,Malaysia,Kuala Lumpur,https://www.swedcham.my/,0.75,1.0,High,Strong name match
171,Ericsson (Thailand) Limited,Thailand,Chatuchak,Ericsson Thailand Ltd.,d2916f52-250a-11ec-8093-db09f614eb78,Thailand,Chatuchak,,1.0,1.0,High,Strong name match
172,ERICSSON AB,Sweden,,Ericsson Väst Seniorförening,334cae31-0bcc-11ec-a040-cbff7458f722,Sweden,,https://ericssonvastsen.se/,0.75,1.0,High,Strong name match
173,ERICSSON AS,Norway,Bærum,Ericsson AS,ff083300-a7b5-11ed-bec3-afeedabcf530,Norway,Oslo,https://epignosis.no/,0.75,1.0,High,Strong name match
174,ERICSSON DANMARK A/S,Denmark,Copenhagen,Ericsson,36729930-2d35-11ed-98d8-c5babc9e48bf,Denmark,Taastrup,,0.65,0.75,Medium,Good fuzzy name match
175,ERNST & YOUNG LLP,Singapore,Singapore,ERNST & YOUNG CC,01a05990-08db-11ee-a82b-313aff40d3b6,United Kingdom,London,https://ernstandyoung.play-cricket.com/home,0.528,0.88,Medium,Good fuzzy name match
176,EY Godkendt Revisionspartnerselskab,Denmark,Frederiksberg Municipality,JH Revision,1cccf4c6-93e5-11eb-8ad6-7326edce8d21,Denmark,Taastrup,https://www.svendaagejensen.dk/,0.776,0.96,High,Strong name match
177,ERP DENMARK ApS,Denmark,Nyborg,Batteriindsamling ERP Denmark ApS.,33a00afc-f81d-11ed-8ed0-97e170af3960,Denmark,Nyborg,http://erp-recycling.dk/?opi=79508299&sa=U&ved=0ahUKEwjzgJOUh7GMAxWCKlkFHZLZL3QQ61gIEigP&usg=AOvVaw0PPZ0r6uBXnllr0sJE3Krs,0.85,0.8333,High,Good fuzzy name match
178,Estel Technologies Private Limited,India,Gurugram District,Estel Technologies,e87217f9-93e4-11eb-8ad6-7326edce8d21,India,Gurugram,https://esteltelecom.com/,0.8,1.0,High,Strong name match
179,EUTELSAT S.A.,France,Paris,Eutelsat Asia,328c2081-25e7-11ec-a051-939956ac8241,France,Paris,,1.0,1.0,High,Strong name match
18,ADVANCED DIGITAL BROADCAST SA,Switzerland,Bellevue,ADB,47b15560-93e5-11eb-91fb-73d498260b10,Switzerland,Pregny-Chambésy,https://www.adbglobal.com/,0.8,1.0,High,Strong name match
180,Ework Group AB (Publ),Sweden,Stockholm,Ework Group,8674cc02-93e4-11eb-be5a-4f810ab55f2e,Sweden,Stockholm,https://www.eworkgroup.com/,0.75,0.75,High,Good fuzzy name match
181,EWORK NORDIC ApS,Denmark,Copenhagen,Nordic Medical Equipment & Services,478d3928-f773-11ec-8aaa-43579fe070c2,Denmark,Copenhagen,https://nordicmedicalequipment.com/,0.735,0.5583,High,Moderate name match
182,EWORK GROUP NORWAY AS,Norway,Oslo,Universal Music,ef614d16-93e4-11eb-aa66-9b8d95e2171b,Norway,Oslo,https://universalmusic.no/,0.685,0.5583,Medium,Moderate name match
183,EXFO Ltd.,Finland,Oulu,EXFO Finland Oy.,3034bc10-74ad-11ed-9364-a958028bfff1,Finland,Oulu,,0.8,0.75,High,Good fuzzy name match
184,EXIDE TECHNOLOGIES AS,Norway,Ullensaker,Exide Technologies avd Bergen,2253d9c0-1ea3-11ee-b65c-eb6aa2a5b79c,Norway,Stavanger,https://sonnak.com/,0.75,1.0,High,Strong name match
185,EXPRESS PUBLICATIONS (PVT.) LIMITED,Pakistan,,Al Huda Publications,14903104-93e5-11eb-90d2-e3355a7e800b,Pakistan,Islamabad,http://alhudapublications.org/,0.54,0.65,Medium,Moderate name match
186,Extenda Retail AS Avd Oslo,Norway,Tønsberg,EXTENDA RETAIL,5890bff3-112b-11ec-b06c-d1fadf322ad0,Norway,Tønsberg,https://44749.org/,0.856,0.76,High,Good fuzzy name match
187,F5 NETWORKS LIMITED,United Kingdom,Chertsey,F5 Networks Inc.,631c5ae7-e7f1-11ec-ad32-8d2a499c20f7,United Kingdom,,http://couponannie.co.uk/,0.75,1.0,High,Strong name match
188,FACEBOOK IRELAND LIMITED,Ireland,Dublin,Facebook 3,bbc22cb4-f88f-11ed-8b62-8d44f5b628fe,Ireland,Dublin 3,,0.82,0.89,High,Good fuzzy name match
189,Falck Danmark A/S,Denmark,Copenhagen,Falck,e9312230-93e4-11eb-86dd-ffbd1b53140e,Denmark,Copenhagen,https://www.falck.com/,0.85,0.75,High,Good fuzzy name match
19,Advanced Network Solutions Sdn Bhd,Malaysia,Shah Alam,Advanced Network Solutions Sdn. Bhd.,3c9b6969-fdd5-11ef-8bcd-e7d9bf87b1c1,Malaysia,Shah Alam,,0.95,1.0,High,Strong name match
190,Fastbridge Malaysia Sdn Bhd,Malaysia,Petaling Jaya,Mall of Malaysia,4bd4a421-725b-11ec-a37c-11c248193b5d,Malaysia,Petaling Jaya,https://mallofmalaysia.com.my/,0.832,0.72,High,Good fuzzy name match
191,Favro Holding AB,Sweden,Uppsala,Favro,ff5c55c1-93e4-11eb-aa66-9b8d95e2171b,Sweden,Uppsala,https://www.favro.com/,1.0,1.0,High,Strong name match
192,Fiberail Sdn. Bhd.,Malaysia,Kuala Lumpur,Marniq Bersatu,121312f5-0a64-11ec-8417-691c8cf7be2f,Malaysia,Kuala Lumpur,https://marniq.com/,0.808,0.68,High,Moderate name match
193,Fibrecomm Network (M) Sdn. Bhd.,Malaysia,Kuala Lumpur,FIBRECOMM,aade3d11-93e4-11eb-919a-b3f9a5ad205c,Malaysia,Kuala Lumpur,https://fibrecomm.net.my/,0.95,1.0,High,Strong name match
194,DANSK HALON TEKNIK ApS,Denmark,Hillerød,Dansk Iso Teknik,149e2513-aac5-11ef-8555-0dd834e09bbc,Denmark,Ballerup,https://isoteknik.dk/,0.716,0.86,High,Good fuzzy name match
195,FORM DANMARK ApS,Denmark,Odder Municipality,Form Danmark,44240fe3-93e5-11eb-919a-b3f9a5ad205c,Denmark,Odder,http://www.formdanmark.dk/,0.85,1.0,High,Strong name match
196,SYKES ENTERPRISES NORWAY AS,Norway,Bergen,Sykes Enterprises Inc.,05a1f7e2-1b05-11ec-adb0-cd37d3ec1182,United States,Chesterfield,,0.5,0.8333,Low,Good fuzzy name match
197,GARTNER ADVISORY (SINGAPORE) PTE LTD,Singapore,Singapore,Gartner Advisory S Pte Ltd.,5b67817a-1b01-11ec-adc9-5d86e79c45f3,Singapore,Singapore,,0.87,0.95,High,Strong name match
198,GARTNER NORGE AS,Norway,Oslo,Gartner Norge,21d91ebf-1b00-11ec-a8e8-f10d0988514b,Norway,Oslo,,1.0,1.0,High,Strong name match
199,GBT TRAVEL SERVICES UK LIMITED,United Kingdom,London,GBT CAD Services,55654d24-2501-11ec-afbe-77d05334befc,United Kingdom,St. Ives,,0.6515,0.7525,Medium,Good fuzzy name match
2,3 STEP IT A/S,Denmark,Tønder Municipality,3 Step IT A/S.,45309031-f8ab-11ed-89fe-613148a94f23,Denmark,Gladsaxe Municipality,http://www.3stepit.dk/?opi=79508299&sa=U&ved=0ahUKEwiKsvSF7tyMAxWo78kDHfZKCtQQ61gIFCgQ&usg=AOvVaw1O2VrP_KM3o5n9XzsuUwLL,0.75,1.0,High,Strong name match
20,ADVANSIA AS,Norway,Oslo,Advansia,a9f7869f-93e4-11eb-97db-273ba5953680,Norway,Oslo,https://www.advansia.no/,1.0,1.0,High,Strong name match
200,Genex Infosys Limited,Bangladesh,Dhaka,Genex Infosys,ce7a4c04-93e4-11eb-90d2-e3355a7e800b,Bangladesh,Dhaka,https://genexinfosys.com/,0.9,1.0,High,Strong name match
201,GEO ENTERTAINMENT TELEVISION (PVT.) LIMITED,Pakistan,,HarPal Geo,fce143ad-93e4-11eb-86dd-ffbd1b53140e,Pakistan,Karachi,https://harpalgeo.tv/,0.65,0.8333,Medium,Good fuzzy name match
202,GINTEL AS,Norway,Trondheim,Gintel Norway,404994d0-93e5-11eb-8474-3bbe2d07207d,Norway,Trondheim,https://www.gintel.com/,1.0,1.0,High,Strong name match
203,GLOBALCONNECT A/S,Denmark,Høje-Taastrup Municipality,GlobalConnect,d9a64075-93e4-11eb-9937-4fab995bf8ff,Denmark,Copenhagen,https://globalconnect.dk/,0.8,1.0,High,Strong name match
204,Glory Fashions Ltd.,Bangladesh,Dhaka,Glory Fashions,fe92eb43-93e4-11eb-9937-4fab995bf8ff,Bangladesh,Dhaka,https://gloryfashions.com/,0.9,1.0,High,Strong name match
205,Goecker Service A/S,Denmark,Copenhagen,Goecker since 1862,eb6bf704-93e4-11eb-97db-273ba5953680,Denmark,Copenhagen,https://goecker.dk/,0.85,0.75,High,Good fuzzy name match
206,GOGIFT.COM A/S,Denmark,,GoGift,b8ca3bec-93e4-11eb-9937-4fab995bf8ff,Denmark,Copenhagen,https://www.global.gogift.com/,0.6,0.75,Medium,Good fuzzy name match
207,Google Asia Pacific Pte. Ltd.,Singapore,Singapore,Google Asia Pacific Pte. Ltd.,1d514729-01ae-11ef-ba8c-a5c322c4d97c,Singapore,,https://duoi625maxim.com/,0.75,1.0,High,Strong name match
208,Google Cloud EMEA Limited,Ireland,,ISP Cloud Services Inc.,ea1ef585-0db2-11ec-a7f3-33eabf6446aa,United States,Miami,https://escadmin.com/,0.6,1.0,Medium,Strong name match
209,GOOGLE COMMERCE LIMITED,Ireland,,Google Commerce Limited,be55a775-c4b2-11ec-af9f-718ab7b26330,Ireland,Dublin 4,https://lespotnoir.com/,0.75,1.0,High,Strong name match
21,AEGER GROUP AS,Norway,Oslo,Aeger Group,2d7be421-93e5-11eb-be5a-4f810ab55f2e,Norway,Oslo,https://www.aeger.no/,0.9,1.0,High,Strong name match
